step,angle_deg,energy_Eh,energy_rel_Eh,energy_rel_kcal,energy_rel_kJ,energy_rel_K
0,0.0,-483.583268189075,0.0,0.0,0.0,0.0
1,18.0,-483.582101550666,0.0011666384090176507,0.7320766543908628,3.0630087112196303,368.39526694031684
2,36.0,-483.579606478541,0.0036617105340042144,2.2977580511332434,9.613819652195167,1156.2767171093915
3,54.0,-483.577788901545,0.005479287530022248,3.43830483585902,14.385867382737024,1730.222129378526
4,72.0,-483.578045867109,0.005222321966016352,3.277056509953567,13.711204389516805,1649.078823265253
5,90.0,-483.580173607572,0.0030945815029781443,1.9418792111839447,8.124822591073961,977.1915359945536
6,108.0,-483.582400589379,0.0008675996959937038,0.5444270288755689,2.2778826808195816,273.9663113544058
7,126.0,-483.582812970576,0.0004552184989847774,0.28565392085300717,1.1951760006536882,143.74663062128806
8,144.0,-483.581052546217,0.002215642858004685,1.3903368843983765,5.817169503903442,699.6446677992866
9,162.0,-483.578643977844,0.004624211230975561,2.9017363572143666,12.14086487596818,1460.2103939455326
10,180.0,-483.577491970957,0.0057762181180009975,3.6246315929360757,15.165458531610915,1823.9853917361274
11,198.0,-483.578544898026,0.004723291049003819,2.9639098817092946,12.400998901541838,1491.4973254650022
12,216.0,-483.581013901793,0.002254287281971301,1.4145866265547007,5.918630424729356,711.8476115502333
13,234.0,-483.582803560862,0.00046462821302384327,0.29155860556015184,1.2198812013816616,146.71798326016838
14,252.0,-483.58240366957,0.0008645195050007715,0.5424941798457744,2.2697956405073083,272.99366398200874
15,270.0,-483.580194707038,0.003073482036995756,1.9286390963836553,8.069425950944003,970.5288517019757
16,288.0,-483.57807749793,0.005190691145003257,3.257207870097451,13.628157680650325,1639.0906001272265
17,306.0,-483.577701205202,0.005566983872995479,3.4933351219098756,14.616114098765596,1757.9144438348249
18,324.0,-483.579506507319,0.0037616817559751325,2.3604909400473515,9.87629405849046,1187.8451317266827
19,342.0,-483.582078781205,0.0011894078700152022,0.7463647068846998,3.1227899226440012,375.5852939422079
